,name,strand,Assay title,ontology_curie,biosample_name,biosample_type,data_source,nonzero_mean
486,hCAGE UBERON:0001873,-,hCAGE,UBERON:0001873,caudate nucleus,tissue,fantom,17.615751266479492
487,hCAGE UBERON:0001874,-,hCAGE,UBERON:0001874,putamen,tissue,fantom,17.454984664916992
488,hCAGE UBERON:0001875,-,hCAGE,UBERON:0001875,globus pallidus,tissue,fantom,8.468856811523438
489,hCAGE UBERON:0001876,-,hCAGE,UBERON:0001876,amygdala,tissue,fantom,17.60308837890625
490,hCAGE UBERON:0001882,-,hCAGE,UBERON:0001882,nucleus accumbens,tissue,fantom,27.704946517944336
491,hCAGE UBERON:0001894,-,hCAGE,UBERON:0001894,diencephalon,tissue,fantom,68.8881607055664
492,hCAGE UBERON:0001896,-,hCAGE,UBERON:0001896,medulla oblongata,tissue,fantom,13.257373809814453
493,hCAGE UBERON:0001897,-,hCAGE,UBERON:0001897,dorsal plus ventral thalamus,tissue,fantom,11.435539245605469
494,hCAGE UBERON:0001905,-,hCAGE,UBERON:0001905,pineal body,tissue,fantom,27.537044525146484
495,hCAGE UBERON:0001954,-,hCAGE,UBERON:0001954,Ammon's horn,tissue,fantom,15.256468772888184
496,hCAGE UBERON:0001987,-,hCAGE,UBERON:0001987,placenta,tissue,fantom,48.42684555053711
497,hCAGE UBERON:0002021,-,hCAGE,UBERON:0002021,occipital lobe,tissue,fantom,9.989048957824707
498,hCAGE UBERON:0002022,-,hCAGE,UBERON:0002022,insula,tissue,fantom,25.655611038208008
499,hCAGE UBERON:0002037,-,hCAGE,UBERON:0002037,cerebellum,tissue,fantom,12.268932342529297
500,hCAGE UBERON:0002038,-,hCAGE,UBERON:0002038,substantia nigra,tissue,fantom,21.84133529663086
501,hCAGE UBERON:0002046,-,hCAGE,UBERON:0002046,thyroid gland,tissue,fantom,22.91981315612793
502,hCAGE UBERON:0002048,-,hCAGE,UBERON:0002048,lung,tissue,fantom,30.655853271484375
503,hCAGE UBERON:0002079,-,hCAGE,UBERON:0002079,left cardiac atrium,tissue,fantom,165.6048126220703
504,hCAGE UBERON:0002084,-,hCAGE,UBERON:0002084,heart left ventricle,tissue,fantom,191.14132690429688
505,hCAGE UBERON:0002106,-,hCAGE,UBERON:0002106,spleen,tissue,fantom,28.623931884765625
506,hCAGE UBERON:0002107,-,hCAGE,UBERON:0002107,liver,tissue,fantom,63.86726379394531
507,hCAGE UBERON:0002108,-,hCAGE,UBERON:0002108,small intestine,tissue,fantom,68.11326599121094
508,hCAGE UBERON:0002110,-,hCAGE,UBERON:0002110,gallbladder,tissue,fantom,72.35385131835938
509,hCAGE UBERON:0002113,-,hCAGE,UBERON:0002113,kidney,tissue,fantom,23.436513900756836
510,hCAGE UBERON:0002114,-,hCAGE,UBERON:0002114,duodenum,tissue,fantom,62.15086364746094
511,hCAGE UBERON:0002118,-,hCAGE,UBERON:0002118,right ovary,primary_cell,fantom,29.06232452392578
512,hCAGE UBERON:0002119,-,hCAGE,UBERON:0002119,left ovary,primary_cell,fantom,37.69746398925781
513,hCAGE UBERON:0002134,-,hCAGE,UBERON:0002134,tricuspid valve,tissue,fantom,33.244747161865234
514,hCAGE UBERON:0002135,-,hCAGE,UBERON:0002135,mitral valve,tissue,fantom,50.091373443603516
515,hCAGE UBERON:0002146,-,hCAGE,UBERON:0002146,pulmonary valve,tissue,fantom,19.755334854125977
516,hCAGE UBERON:0002148,-,hCAGE,UBERON:0002148,locus ceruleus,tissue,fantom,9.926314353942871
517,hCAGE UBERON:0002171,-,hCAGE,UBERON:0002171,lower lobe of right lung,tissue,fantom,65.2254638671875
518,hCAGE UBERON:0002240,-,hCAGE,UBERON:0002240,spinal cord,tissue,fantom,15.438720703125
519,hCAGE UBERON:0002331,-,hCAGE,UBERON:0002331,umbilical cord,tissue,fantom,234.72250366210938
520,hCAGE UBERON:0002336,-,hCAGE,UBERON:0002336,corpus callosum,tissue,fantom,31.147842407226562
521,hCAGE UBERON:0002360,-,hCAGE,UBERON:0002360,meninx,tissue,fantom,67.7375717163086
522,hCAGE UBERON:0002363,-,hCAGE,UBERON:0002363,dura mater,tissue,fantom,34.17447280883789
523,hCAGE UBERON:0002367,-,hCAGE,UBERON:0002367,prostate gland,tissue,fantom,47.3486328125
524,hCAGE UBERON:0002369,-,hCAGE,UBERON:0002369,adrenal gland,tissue,fantom,829.8981323242188
525,hCAGE UBERON:0002370,-,hCAGE,UBERON:0002370,thymus,tissue,fantom,22.066835403442383
526,hCAGE UBERON:0002371,-,hCAGE,UBERON:0002371,bone marrow,tissue,fantom,23.103410720825195
527,hCAGE UBERON:0002372,-,hCAGE,UBERON:0002372,tonsil,tissue,fantom,45.03621292114258
528,hCAGE UBERON:0002448,-,hCAGE,UBERON:0002448,fungiform papilla,tissue,fantom,17.252410888671875
529,hCAGE UBERON:0002581,-,hCAGE,UBERON:0002581,postcentral gyrus,tissue,fantom,30.33321762084961
530,hCAGE UBERON:0002702,-,hCAGE,UBERON:0002702,middle frontal gyrus,tissue,fantom,15.349337577819824
531,hCAGE UBERON:0002771,-,hCAGE,UBERON:0002771,middle temporal gyrus,tissue,fantom,10.49127197265625
532,hCAGE UBERON:0002902,-,hCAGE,UBERON:0002902,occipital pole,tissue,fantom,36.809513092041016
533,hCAGE UBERON:0003112,-,hCAGE,UBERON:0003112,olfactory region,tissue,fantom,32.72511672973633
534,hCAGE UBERON:0003126,-,hCAGE,UBERON:0003126,trachea,tissue,fantom,33.11235046386719
535,hCAGE UBERON:0003701,-,hCAGE,UBERON:0003701,calcaneal tendon,tissue,fantom,37.92416000366211
536,hCAGE UBERON:0003729,-,hCAGE,UBERON:0003729,mouth mucosa,primary_cell,fantom,74.475830078125
537,hCAGE UBERON:0004225,-,hCAGE,UBERON:0004225,respiratory system smooth muscle,primary_cell,fantom,21.150630950927734
538,hCAGE UBERON:0005795,-,hCAGE,UBERON:0005795,embryonic uterus,tissue,fantom,100.48787689208984
539,hCAGE UBERON:0006322,-,hCAGE,UBERON:0006322,inferior rectus extraocular muscle,tissue,fantom,34.49079513549805
540,hCAGE UBERON:0006323,-,hCAGE,UBERON:0006323,superior rectus extraocular muscle,tissue,fantom,46.73567199707031
541,hCAGE UBERON:0006659,-,hCAGE,UBERON:0006659,cruciate ligament of knee,tissue,fantom,23.395980834960938
542,hCAGE UBERON:0007023,-,hCAGE,UBERON:0007023,adult organism,primary_cell,fantom,53.7227668762207
543,hCAGE UBERON:0007190,-,hCAGE,UBERON:0007190,paracentral gyrus,tissue,fantom,29.09084129333496
544,hCAGE UBERON:0008198,-,hCAGE,UBERON:0008198,nail plate,tissue,fantom,43.569461822509766
545,hCAGE UBERON:0013777,-,hCAGE,UBERON:0013777,skin of palm of manus,tissue,fantom,43.870784759521484
